iati_identifier,transaction_number,title,date,transaction_type,finance_type,original_transaction_value,wb_sector_name,wb_sector_percentage,recipient_name,recipient_percentage,split_transaction_value
44000-P165017,94,Second Rwanda Urban Development Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1596185.0,Gender,44.0,Rwanda,100.0,702321.4
44000-P165017,94,Second Rwanda Urban Development Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1596185.0,Climate adaptation,37.0,Rwanda,100.0,590588.45
44000-P165017,94,Second Rwanda Urban Development Project,2023-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1596185.0,Climate mitigation,40.0,Rwanda,100.0,638474.0
44000-P148927,95,Transformation of Agriculture Sector Program Phase 3  PforR,2017-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,16657977.0,Climate mitigation,30.0,Rwanda,100.0,4997393.1
44000-P148927,95,Transformation of Agriculture Sector Program Phase 3  PforR,2017-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,16657977.0,Climate adaptation,30.0,Rwanda,100.0,4997393.1
44000-P148927,95,Transformation of Agriculture Sector Program Phase 3  PforR,2017-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,16657977.0,Climate change,60.0,Rwanda,100.0,9994786.2
44000-P165017,96,Second Rwanda Urban Development Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,964764.0,Climate change,77.0,Rwanda,100.0,742868.28
44000-P165017,96,Second Rwanda Urban Development Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,964764.0,Gender,44.0,Rwanda,100.0,424496.16
44000-P165017,96,Second Rwanda Urban Development Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,964764.0,Climate adaptation,37.0,Rwanda,100.0,356962.68
44000-P165017,96,Second Rwanda Urban Development Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,964764.0,Climate mitigation,40.0,Rwanda,100.0,385905.60000000003
44000-P160488,97,"Lake Victoria Transport Program - SOP1, Rwanda",2019-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,637523.0,Climate change,10.0,Rwanda,100.0,63752.3
44000-P160488,97,"Lake Victoria Transport Program - SOP1, Rwanda",2019-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,637523.0,Climate adaptation,10.0,Rwanda,100.0,63752.3
44000-P173373,98,Digital Acceleration Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3721382.0,Climate adaptation,5.0,Rwanda,100.0,186069.1
44000-P173373,98,Digital Acceleration Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3721382.0,Climate change,15.0,Rwanda,100.0,558207.2999999999
44000-P173373,98,Digital Acceleration Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3721382.0,Climate mitigation,9.0,Rwanda,100.0,334924.38
44000-P175273,99,Access to Finance for Recovery and Resilience Project,2024-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,79076.0,Gender,77.0,Rwanda,100.0,60888.520000000004
44000-P175273,99,Access to Finance for Recovery and Resilience Project,2024-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,79076.0,Climate change,6.0,Rwanda,100.0,4744.5599999999995
44000-P175273,99,Access to Finance for Recovery and Resilience Project,2024-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,79076.0,Climate adaptation,6.0,Rwanda,100.0,4744.5599999999995
44000-P168551,100,Rwanda Quality Basic Education for Human Capital Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,385000.0,Gender,37.0,Rwanda,100.0,142450.0
44000-P168551,100,Rwanda Quality Basic Education for Human Capital Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,385000.0,Climate mitigation,5.0,Rwanda,100.0,19250.0
44000-P168551,100,Rwanda Quality Basic Education for Human Capital Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,385000.0,Climate change,19.0,Rwanda,100.0,73150.0
44000-P168551,100,Rwanda Quality Basic Education for Human Capital Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,385000.0,Climate adaptation,15.0,Rwanda,100.0,57750.0
44000-P161876,101,Transformation of Agriculture Sector Program 4 Phase 2,2020-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,21751601.0,Climate mitigation,15.0,Rwanda,100.0,3262740.15
44000-P161876,101,Transformation of Agriculture Sector Program 4 Phase 2,2020-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,21751601.0,Climate adaptation,16.0,Rwanda,100.0,3480256.16
44000-P161876,101,Transformation of Agriculture Sector Program 4 Phase 2,2020-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,21751601.0,Climate change,31.0,Rwanda,100.0,6742996.31
44000-P162646,102,Strengthening Social Protection Project,2020-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,11318480.0,Climate mitigation,10.0,Rwanda,100.0,1131848.0
44000-P162646,102,Strengthening Social Protection Project,2020-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,11318480.0,Climate adaptation,18.0,Rwanda,100.0,2037326.4
44000-P162646,102,Strengthening Social Protection Project,2020-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,11318480.0,Climate change,28.0,Rwanda,100.0,3169174.4000000004
44000-P172594,103,Rwanda - Energy Access and Quality Improvement Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1960663.0,Climate change,38.0,Rwanda,100.0,745051.9400000001
44000-P172594,103,Rwanda - Energy Access and Quality Improvement Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1960663.0,Climate mitigation,31.0,Rwanda,100.0,607805.53
44000-P172594,103,Rwanda - Energy Access and Quality Improvement Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1960663.0,Gender,63.0,Rwanda,100.0,1235217.69
44000-P172594,103,Rwanda - Energy Access and Quality Improvement Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1960663.0,Climate adaptation,7.0,Rwanda,100.0,137246.41
44000-P171462,104,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,312202.0,Climate change,43.0,Rwanda,100.0,134246.86
44000-P171462,104,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,312202.0,Gender,87.0,Rwanda,100.0,271615.74
44000-P171462,104,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,312202.0,Climate mitigation,13.0,Rwanda,100.0,40586.26
44000-P171462,104,Commercialization and De-Risking for Agricultural Transformation Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,312202.0,Climate adaptation,30.0,Rwanda,100.0,93660.59999999999
44000-P112712,105,Second Emergency Demobilization and Reintegration Project,2017-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,315110.0,Gender,10.0,Rwanda,100.0,31511.0
44000-P164130,106,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4809637.0,Climate change,25.0,Rwanda,100.0,1202409.25
44000-P164130,106,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4809637.0,Climate mitigation,5.0,Rwanda,100.0,240481.85
44000-P164130,106,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4809637.0,Climate adaptation,20.0,Rwanda,100.0,961927.4
44000-P164130,106,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4809637.0,Gender,30.0,Rwanda,100.0,1442891.0999999999
44000-P148927,107,Transformation of Agriculture Sector Program Phase 3  PforR,2015-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,38023105.0,Climate mitigation,30.0,Rwanda,100.0,11406931.5
44000-P148927,107,Transformation of Agriculture Sector Program Phase 3  PforR,2015-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,38023105.0,Climate adaptation,30.0,Rwanda,100.0,11406931.5
44000-P148927,107,Transformation of Agriculture Sector Program Phase 3  PforR,2015-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,38023105.0,Climate change,60.0,Rwanda,100.0,22813863.0
44000-P164807,108,Rwanda Public Finance Management Reform Project,2019-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,657750.0,Gender,54.0,Rwanda,100.0,355185.0
44000-P171462,109,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1011610.0,Climate change,43.0,Rwanda,100.0,434992.3
44000-P171462,109,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1011610.0,Gender,87.0,Rwanda,100.0,880100.7
44000-P171462,109,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1011610.0,Climate mitigation,13.0,Rwanda,100.0,131509.30000000002
44000-P171462,109,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1011610.0,Climate adaptation,30.0,Rwanda,100.0,303483.0
44000-P165017,110,Second Rwanda Urban Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,727939.0,Climate change,77.0,Rwanda,100.0,560513.03
44000-P165017,110,Second Rwanda Urban Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,727939.0,Gender,44.0,Rwanda,100.0,320293.16
44000-P165017,110,Second Rwanda Urban Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,727939.0,Climate adaptation,37.0,Rwanda,100.0,269337.43
44000-P165017,110,Second Rwanda Urban Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,727939.0,Climate mitigation,40.0,Rwanda,100.0,291175.60000000003
44000-P171462,111,Commercialization and De-Risking for Agricultural Transformation Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Climate change,43.0,Rwanda,100.0,860000.0
44000-P171462,111,Commercialization and De-Risking for Agricultural Transformation Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Gender,87.0,Rwanda,100.0,1740000.0
44000-P171462,111,Commercialization and De-Risking for Agricultural Transformation Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Climate mitigation,13.0,Rwanda,100.0,260000.0
44000-P171462,111,Commercialization and De-Risking for Agricultural Transformation Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Climate adaptation,30.0,Rwanda,100.0,600000.0
44000-P165017,112,Second Rwanda Urban Development Project,2023-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1265375.0,Climate change,77.0,Rwanda,100.0,974338.75
44000-P165017,112,Second Rwanda Urban Development Project,2023-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1265375.0,Gender,44.0,Rwanda,100.0,556765.0
44000-P165017,112,Second Rwanda Urban Development Project,2023-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1265375.0,Climate adaptation,37.0,Rwanda,100.0,468188.75
44000-P165017,112,Second Rwanda Urban Development Project,2023-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1265375.0,Climate mitigation,40.0,Rwanda,100.0,506150.0
44000-P162646,113,Strengthening Social Protection Project,2020-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8447997.0,Climate mitigation,10.0,Rwanda,100.0,844799.7000000001
44000-P162646,113,Strengthening Social Protection Project,2020-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8447997.0,Climate adaptation,18.0,Rwanda,100.0,1520639.46
44000-P162646,113,Strengthening Social Protection Project,2020-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8447997.0,Climate change,28.0,Rwanda,100.0,2365439.16
44000-P172594,114,Rwanda - Energy Access and Quality Improvement Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8323821.0,Climate change,38.0,Rwanda,100.0,3163051.98
44000-P172594,114,Rwanda - Energy Access and Quality Improvement Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8323821.0,Climate mitigation,31.0,Rwanda,100.0,2580384.51
44000-P172594,114,Rwanda - Energy Access and Quality Improvement Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8323821.0,Gender,63.0,Rwanda,100.0,5244007.23
44000-P172594,114,Rwanda - Energy Access and Quality Improvement Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8323821.0,Climate adaptation,7.0,Rwanda,100.0,582667.4700000001
44000-P175273,115,Access to Finance for Recovery and Resilience Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Gender,77.0,Rwanda,100.0,1540000.0
44000-P175273,115,Access to Finance for Recovery and Resilience Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Climate change,6.0,Rwanda,100.0,120000.0
44000-P175273,115,Access to Finance for Recovery and Resilience Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2000000.0,Climate adaptation,6.0,Rwanda,100.0,120000.0
44000-P171462,116,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1580867.0,Climate change,43.0,Rwanda,100.0,679772.8099999999
44000-P171462,116,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1580867.0,Gender,87.0,Rwanda,100.0,1375354.29
44000-P171462,116,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1580867.0,Climate mitigation,13.0,Rwanda,100.0,205512.71000000002
44000-P171462,116,Commercialization and De-Risking for Agricultural Transformation Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1580867.0,Climate adaptation,30.0,Rwanda,100.0,474260.1
44000-P165017,117,Second Rwanda Urban Development Project,2022-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,154392.0,Climate change,77.0,Rwanda,100.0,118881.84
44000-P165017,117,Second Rwanda Urban Development Project,2022-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,154392.0,Gender,44.0,Rwanda,100.0,67932.48
44000-P165017,117,Second Rwanda Urban Development Project,2022-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,154392.0,Climate adaptation,37.0,Rwanda,100.0,57125.04
44000-P165017,117,Second Rwanda Urban Development Project,2022-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,154392.0,Climate mitigation,40.0,Rwanda,100.0,61756.8
44000-P165017,118,Second Rwanda Urban Development Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,489449.0,Climate change,77.0,Rwanda,100.0,376875.73
44000-P165017,118,Second Rwanda Urban Development Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,489449.0,Gender,44.0,Rwanda,100.0,215357.56
44000-P165017,118,Second Rwanda Urban Development Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,489449.0,Climate adaptation,37.0,Rwanda,100.0,181096.13
44000-P165017,118,Second Rwanda Urban Development Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,489449.0,Climate mitigation,40.0,Rwanda,100.0,195779.6
44000-P112712,119,Second Emergency Demobilization and Reintegration Project,2015-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,455286.0,Gender,10.0,Rwanda,100.0,45528.600000000006
44000-P168551,120,Rwanda Quality Basic Education for Human Capital Development Project,2022-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9970977.0,Gender,37.0,Rwanda,100.0,3689261.4899999998
44000-P168551,120,Rwanda Quality Basic Education for Human Capital Development Project,2022-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9970977.0,Climate mitigation,5.0,Rwanda,100.0,498548.85000000003
44000-P168551,120,Rwanda Quality Basic Education for Human Capital Development Project,2022-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9970977.0,Climate change,19.0,Rwanda,100.0,1894485.6300000001
44000-P168551,120,Rwanda Quality Basic Education for Human Capital Development Project,2022-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9970977.0,Climate adaptation,15.0,Rwanda,100.0,1495646.55
44000-P112712,121,Second Emergency Demobilization and Reintegration Project,2010-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,152933.0,Gender,10.0,Rwanda,100.0,15293.300000000001
44000-P162646,122,Strengthening Social Protection Project,2018-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8538927.0,Climate mitigation,10.0,Rwanda,100.0,853892.7000000001
44000-P162646,122,Strengthening Social Protection Project,2018-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8538927.0,Climate adaptation,18.0,Rwanda,100.0,1537006.8599999999
44000-P162646,122,Strengthening Social Protection Project,2018-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8538927.0,Climate change,28.0,Rwanda,100.0,2390899.56
44000-P112712,123,Second Emergency Demobilization and Reintegration Project,2011-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,330394.0,Gender,10.0,Rwanda,100.0,33039.4
44000-P112712,124,Second Emergency Demobilization and Reintegration Project,2012-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,39897.0,Gender,10.0,Rwanda,100.0,3989.7000000000003
44000-P165017,125,Second Rwanda Urban Development Project,2022-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,245806.0,Climate change,77.0,Rwanda,100.0,189270.62
44000-P165017,125,Second Rwanda Urban Development Project,2022-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,245806.0,Gender,44.0,Rwanda,100.0,108154.64
44000-P165017,125,Second Rwanda Urban Development Project,2022-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,245806.0,Climate adaptation,37.0,Rwanda,100.0,90948.22
44000-P165017,125,Second Rwanda Urban Development Project,2022-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,245806.0,Climate mitigation,40.0,Rwanda,100.0,98322.40000000001
44000-P165017,126,Second Rwanda Urban Development Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1018342.0,Climate change,77.0,Rwanda,100.0,784123.34
44000-P165017,126,Second Rwanda Urban Development Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1018342.0,Gender,44.0,Rwanda,100.0,448070.48
44000-P165017,126,Second Rwanda Urban Development Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1018342.0,Climate adaptation,37.0,Rwanda,100.0,376786.54
44000-P165017,126,Second Rwanda Urban Development Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1018342.0,Climate mitigation,40.0,Rwanda,100.0,407336.80000000005
44000-P172594,127,Rwanda - Energy Access and Quality Improvement Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4304387.0,Climate change,38.0,Rwanda,100.0,1635667.06
44000-P172594,127,Rwanda - Energy Access and Quality Improvement Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4304387.0,Climate mitigation,31.0,Rwanda,100.0,1334359.97
44000-P172594,127,Rwanda - Energy Access and Quality Improvement Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4304387.0,Gender,63.0,Rwanda,100.0,2711763.81
44000-P172594,127,Rwanda - Energy Access and Quality Improvement Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4304387.0,Climate adaptation,7.0,Rwanda,100.0,301307.09
44000-P165017,128,Second Rwanda Urban Development Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,498396.0,Climate change,77.0,Rwanda,100.0,383764.92
44000-P165017,128,Second Rwanda Urban Development Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,498396.0,Gender,44.0,Rwanda,100.0,219294.24
44000-P165017,128,Second Rwanda Urban Development Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,498396.0,Climate adaptation,37.0,Rwanda,100.0,184406.52
44000-P165017,128,Second Rwanda Urban Development Project,2023-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,498396.0,Climate mitigation,40.0,Rwanda,100.0,199358.40000000002
44000-P112712,129,Second Emergency Demobilization and Reintegration Project,2017-02-28T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,159770.0,Gender,10.0,Rwanda,100.0,15977.0
44000-P161876,130,Transformation of Agriculture Sector Program 4 Phase 2,2022-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,20031368.0,Climate mitigation,15.0,Rwanda,100.0,3004705.1999999997
44000-P161876,130,Transformation of Agriculture Sector Program 4 Phase 2,2022-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,20031368.0,Climate adaptation,16.0,Rwanda,100.0,3205018.88
44000-P161876,130,Transformation of Agriculture Sector Program 4 Phase 2,2022-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,20031368.0,Climate change,31.0,Rwanda,100.0,6209724.08
44000-P160488,131,"Lake Victoria Transport Program - SOP1, Rwanda",2020-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,61393.0,Climate change,10.0,Rwanda,100.0,6139.3
44000-P160488,131,"Lake Victoria Transport Program - SOP1, Rwanda",2020-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,61393.0,Climate adaptation,10.0,Rwanda,100.0,6139.3
44000-P175273,132,Access to Finance for Recovery and Resilience Project,2022-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,26336308.0,Gender,77.0,Rwanda,100.0,20278957.16
44000-P175273,132,Access to Finance for Recovery and Resilience Project,2022-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,26336308.0,Climate change,6.0,Rwanda,100.0,1580178.48
44000-P175273,132,Access to Finance for Recovery and Resilience Project,2022-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,26336308.0,Climate adaptation,6.0,Rwanda,100.0,1580178.48
44000-P165017,133,Second Rwanda Urban Development Project,2023-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,201983.0,Climate change,77.0,Rwanda,100.0,155526.91
44000-P165017,133,Second Rwanda Urban Development Project,2023-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,201983.0,Gender,44.0,Rwanda,100.0,88872.52
44000-P165017,133,Second Rwanda Urban Development Project,2023-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,201983.0,Climate adaptation,37.0,Rwanda,100.0,74733.70999999999
44000-P165017,133,Second Rwanda Urban Development Project,2023-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,201983.0,Climate mitigation,40.0,Rwanda,100.0,80793.20000000001
44000-P112712,134,Second Emergency Demobilization and Reintegration Project,2010-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1700000.0,Gender,10.0,Rwanda,100.0,170000.0
44000-P165017,135,Second Rwanda Urban Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3554181.0,Climate change,77.0,Rwanda,100.0,2736719.37
44000-P165017,135,Second Rwanda Urban Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3554181.0,Gender,44.0,Rwanda,100.0,1563839.64
44000-P165017,135,Second Rwanda Urban Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3554181.0,Climate adaptation,37.0,Rwanda,100.0,1315046.97
44000-P165017,135,Second Rwanda Urban Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3554181.0,Climate mitigation,40.0,Rwanda,100.0,1421672.4000000001
44000-P165017,136,Second Rwanda Urban Development Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,940451.0,Climate change,77.0,Rwanda,100.0,724147.27
44000-P165017,136,Second Rwanda Urban Development Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,940451.0,Gender,44.0,Rwanda,100.0,413798.44
44000-P165017,136,Second Rwanda Urban Development Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,940451.0,Climate adaptation,37.0,Rwanda,100.0,347966.87
44000-P165017,136,Second Rwanda Urban Development Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,940451.0,Climate mitigation,40.0,Rwanda,100.0,376180.4
44000-P164130,137,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8908939.0,Climate change,25.0,Rwanda,100.0,2227234.75
44000-P164130,137,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8908939.0,Climate mitigation,5.0,Rwanda,100.0,445446.95
44000-P164130,137,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8908939.0,Climate adaptation,20.0,Rwanda,100.0,1781787.8
44000-P164130,137,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,8908939.0,Gender,30.0,Rwanda,100.0,2672681.6999999997
44000-P112712,138,Second Emergency Demobilization and Reintegration Project,2016-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,449948.0,Gender,10.0,Rwanda,100.0,44994.8
44000-P168551,139,Rwanda Quality Basic Education for Human Capital Development Project,2020-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,18416476.0,Gender,37.0,Rwanda,100.0,6814096.12
44000-P168551,139,Rwanda Quality Basic Education for Human Capital Development Project,2020-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,18416476.0,Climate mitigation,5.0,Rwanda,100.0,920823.8
44000-P168551,139,Rwanda Quality Basic Education for Human Capital Development Project,2020-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,18416476.0,Climate change,19.0,Rwanda,100.0,3499130.44
44000-P168551,139,Rwanda Quality Basic Education for Human Capital Development Project,2020-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,18416476.0,Climate adaptation,15.0,Rwanda,100.0,2762471.4
44000-P112712,140,Second Emergency Demobilization and Reintegration Project,2016-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,154229.0,Gender,10.0,Rwanda,100.0,15422.900000000001
