unique_id,text,climate_adaptation,climate_mitigation
"2012000213|2012|Provision of storage warehouses, office space and other various support services|0.652542|72050","Provision of storage warehouses, office space and other various support services PROVISION OF STORAGE WAREHOUSES, OFFICE SPACE AND OTHER VARIOUS SUPPORT SERVICES ",0,0
"2012000219|2012|Hosting and organisation of the UNHCR humanitarian training workshop (venue, catering, etc. - 34 attendees)|0.002885|72050","Hosting and organisation of the UNHCR humanitarian training workshop (venue, catering, etc. - 34 attendees) HOSTING AND ORGANISATION OF THE UNHCR HUMANITARIAN TRAINING WORKSHOP (VENUE, CATERING, ETC. - 34 ATTENDEES) ",0,0
"2012000220|2012|Hosting and organisation of the OCHA humanitarian training workshop (venue, catering, etc. - 29 attendees)|0.001923|72050","Hosting and organisation of the OCHA humanitarian training workshop (venue, catering, etc. - 29 attendees) HOSTING AND ORGANISATION OF THE OCHA HUMANITARIAN TRAINING WORKSHOP (VENUE, CATERING, ETC. - 29 ATTENDEES) ",0,0
2012000221|2012|Shipment of clothing items to a UNHCR camp in Ethiopia|0.021156|72010,Shipment of clothing items to a UNHCR camp in Ethiopia SHIPMENT OF CLOTHING ITEMS TO A UNHCR CAMP IN ETHIOPIA ,0,0
2012000218|2012|Sponsorship of the WFP's Global Meeting in Dubai|0.325127|72050,Sponsorship of the WFP's Global Meeting in Dubai SPONSORSHIP OF THE WFP'S GLOBAL MEETING IN DUBAI ,0,0
"2012000222|2012|Provision of medical equipment and supplies, ambulances, and other related items|0.944869|12191","Provision of medical equipment and supplies, ambulances, and other related items PROVISION OF MEDICAL EQUIPMENT AND SUPPLIES, AMBULANCES, AND OTHER RELATED ITEMS ",0,0
"2012000271|2012|Contributions to the construction of hospitals and medical centres, and provision of medical supplies|0.019205|12191","Contributions to the construction of hospitals and medical centres, and provision of medical supplies CONTRIBUTIONS TO THE CONSTRUCTION OF HOSPITALS AND MEDICAL CENTRES, AND PROVISION OF MEDICAL SUPPLIES ",0,0
2012000253|2012|Provision and distribution of food items and food parcels|0.378065|72040,Provision and distribution of food items and food parcels PROVISION AND DISTRIBUTION OF FOOD ITEMS AND FOOD PARCELS ,0,0
2012000277|2012|Contribution of furniture and computers to the sts of Sheikh Khalifa centre|0.017199|11330,Contribution of furniture and computers to the sts of Sheikh Khalifa centre CONTRIBUTION OF FURNITURE AND COMPUTERS TO THE STS OF SHEIKH KHALIFA CENTRE ,0,0
2012000254|2012|Provision and distrbiution of various shelter and non-food items to vicitims|0.128024|72010,Provision and distrbiution of various shelter and non-food items to vicitims PROVISION AND DISTRBIUTION OF VARIOUS SHELTER AND NON-FOOD ITEMS TO VICITIMS ,0,0
2012000275|2012|School bags and stationery|0.189578|11220,School bags and stationery SCHOOL BAGS AND STATIONERY ,0,0
2012000264|2012|Shipping and distribution of food items (dates)|0.08531|52010,Shipping and distribution of food items (dates) SHIPPING AND DISTRIBUTION OF FOOD ITEMS (DATES) ,0,0
2012000224|2012|Contributions to the operational costs of education centres and schools|0.013142|11120,Contributions to the operational costs of education centres and schools CONTRIBUTIONS TO THE OPERATIONAL COSTS OF EDUCATION CENTRES AND SCHOOLS ,0,0
"2012000230|2012|contribution to the medical education, distance learning, and medical students scholarship program|1.159719|12181","contribution to the medical education, distance learning, and medical students scholarship program CONTRIBUTION TO THE MEDICAL EDUCATION, DISTANCE LEARNING, AND MEDICAL STUDENTS SCHOLARSHIP PROGRAM ",0,0
2012000232|2012|Financial support to operational budgets of schools|0.080688|11320,Financial support to operational budgets of schools FINANCIAL SUPPORT TO OPERATIONAL BUDGETS OF SCHOOLS ,0,0
2012000234|2012|Construction of a hospital in Casablanca|15.984505|12191,Construction of a hospital in Casablanca CONSTRUCTION OF A HOSPITAL IN CASABLANCA ,0,0
2012000235|2012|contributions to cancer research|61.087597|12182,contributions to cancer research CONTRIBUTIONS TO CANCER RESEARCH ,0,0
2012000227|2012|Drilling and repairs of drinking water wells|0.012896|14031,Drilling and repairs of drinking water wells DRILLING AND REPAIRS OF DRINKING WATER WELLS ,0,0
2012000228|2012|Contribution to the oeprational costs of Sheikh Khalifa centre|0.497025|11330,Contribution to the oeprational costs of Sheikh Khalifa centre CONTRIBUTION TO THE OEPRATIONAL COSTS OF SHEIKH KHALIFA CENTRE ,0,0
"2012000256|2012|Food supplies and 230,000 food packages to Syrian refugees in Lebanon|0.807661|72040","Food supplies and 230,000 food packages to Syrian refugees in Lebanon FOOD SUPPLIES AND 230,000 FOOD PACKAGES TO SYRIAN REFUGEES IN LEBANON ",0,0
2012000285|2012|Sudan Relief - relief to the victims of floods|0.207507|72010,Sudan Relief - relief to the victims of floods SUDAN RELIEF - RELIEF TO THE VICTIMS OF FLOODS ,0,0
2012000289|2012|Yemen projects - schools furnishing|0.048796|11120,Yemen projects - schools furnishing YEMEN PROJECTS - SCHOOLS FURNISHING ,0,0
2012000288|2012|Yemen projects - completion of the processing of Schools|0.015798|11120,Yemen projects - completion of the processing of Schools YEMEN PROJECTS - COMPLETION OF THE PROCESSING OF SCHOOLS ,0,0
2012000287|2012|relief operation in Sri Lanka - administrative expenses of the Mohammed bin Rashid Al Maktoum village|0.007504|72010,relief operation in Sri Lanka - administrative expenses of the Mohammed bin Rashid Al Maktoum village RELIEF OPERATION IN SRI LANKA - ADMINISTRATIVE EXPENSES OF THE MOHAMMED BIN RASHID AL MAKTOUM VILLAGE ,0,0
2012000321|2012|Provision and distribution of food items|0.090232|72040,Provision and distribution of food items PROVISION AND DISTRIBUTION OF FOOD ITEMS ,0,0
2012000305|2012|Drinking water wells project in Gusrm village in Mauritania|0.022162|72010,Drinking water wells project in Gusrm village in Mauritania DRINKING WATER WELLS PROJECT IN GUSRM VILLAGE IN MAURITANIA ,0,0
2012000299|2012|School building project - building a school district light in Mosul|0.178588|11120,School building project - building a school district light in Mosul SCHOOL BUILDING PROJECT - BUILDING A SCHOOL DISTRICT LIGHT IN MOSUL ,0,0
2012000298|2012|School building project - build Joabh school Ramadi|0.178588|11120,School building project - build Joabh school Ramadi SCHOOL BUILDING PROJECT - BUILD JOABH SCHOOL RAMADI ,0,0
2012000297|2012|School building project - building a school Latifiya Baghdad|0.178588|11120,School building project - building a school Latifiya Baghdad SCHOOL BUILDING PROJECT - BUILDING A SCHOOL LATIFIYA BAGHDAD ,0,0
2012000296|2012|School building project - building a school Amiriyah in Baghdad|0.178588|11120,School building project - building a school Amiriyah in Baghdad SCHOOL BUILDING PROJECT - BUILDING A SCHOOL AMIRIYAH IN BAGHDAD ,0,0
2012000293|2012|Aid the victims of drought and famine in the Horn of Africa - and Rehabilitation (20) artesian wells|0.787546|72010,Aid the victims of drought and famine in the Horn of Africa - and Rehabilitation (20) artesian wells AID THE VICTIMS OF DROUGHT AND FAMINE IN THE HORN OF AFRICA - AND REHABILITATION (20) ARTESIAN WELLS ,0,0
2012000286|2012|Sri Lanka relief - relief to the victims of floods Sri Lanka building (45) home|0.27711|72010,Sri Lanka relief - relief to the victims of floods Sri Lanka building (45) home SRI LANKA RELIEF - RELIEF TO THE VICTIMS OF FLOODS SRI LANKA BUILDING (45) HOME ,0,0
2012000303|2012|Lebanon campaign - support programs|0.029192|72050,Lebanon campaign - support programs LEBANON CAMPAIGN - SUPPORT PROGRAMS ,0,0
2012000294|2012|logistical assistance to support the victims of drought and famine in the Horn of Africa|0.023903|72050,logistical assistance to support the victims of drought and famine in the Horn of Africa LOGISTICAL ASSISTANCE TO SUPPORT THE VICTIMS OF DROUGHT AND FAMINE IN THE HORN OF AFRICA ,0,0
2012000295|2012|Drilling of 33 drinking water wells|0.068273|72010,Drilling of 33 drinking water wells DRILLING OF 33 DRINKING WATER WELLS ,0,0
2012000290|2012|Yemen projects - completion of the processing of clinics|0.042729|12191,Yemen projects - completion of the processing of clinics YEMEN PROJECTS - COMPLETION OF THE PROCESSING OF CLINICS ,0,0
2012000755|2012|Maintenance of a technical institute for girls|0.113959|11330,Maintenance of a technical institute for girls MAINTENANCE OF A TECHNICAL INSTITUTE FOR GIRLS ,0,0
2012000774|2012|Support the annual budget of the Islamic University|0.050458|11220,Support the annual budget of the Islamic University SUPPORT THE ANNUAL BUDGET OF THE ISLAMIC UNIVERSITY ,0,0
2012000775|2012|Support the budget of the Research Center and History|0.025229|16061,Support the budget of the Research Center and History SUPPORT THE BUDGET OF THE RESEARCH CENTER AND HISTORY ,0,0
2012000776|2012|Support the budget of the Islamic University|0.025229|11120,Support the budget of the Islamic University SUPPORT THE BUDGET OF THE ISLAMIC UNIVERSITY ,0,0
2012000757|2012|Vaccinate the children of Palestine|2.64975|12250,Vaccinate the children of Palestine VACCINATE THE CHILDREN OF PALESTINE ,0,0
2012000758|2012|Building College of Nursing at the University of Success|0.279755|11120,Building College of Nursing at the University of Success BUILDING COLLEGE OF NURSING AT THE UNIVERSITY OF SUCCESS ,0,0
2012000777|2012|Ambulance to refugees on the Tunisian border|0.040366|72010,Ambulance to refugees on the Tunisian border AMBULANCE TO REFUGEES ON THE TUNISIAN BORDER ,0,0
2012000099|2012|Contribution to support the Iraqi Youth League|0.068174|16010,Contribution to support the Iraqi Youth League CONTRIBUTION TO SUPPORT THE IRAQI YOUTH LEAGUE ,0,0
2012000096|2012|Contribution to the Palestine Children's Relief Fund|0.072699|72050,Contribution to the Palestine Children's Relief Fund CONTRIBUTION TO THE PALESTINE CHILDREN'S RELIEF FUND ,0,0
2012000100|2012|VCR and audio amplifiers for the Albanian Center|0.004345|16010,VCR and audio amplifiers for the Albanian Center VCR AND AUDIO AMPLIFIERS FOR THE ALBANIAN CENTER ,0,0
2012000106|2012|Costs of travel of techncial delegation to the the foundation's field office in Sudan|0.002305|72050,Costs of travel of techncial delegation to the the foundation's field office in Sudan COSTS OF TRAVEL OF TECHNCIAL DELEGATION TO THE THE FOUNDATION'S FIELD OFFICE IN SUDAN ,0,0
2012000105|2012|Salaries for 7 teachers for a school in Gambia|0.007068|11120,Salaries for 7 teachers for a school in Gambia SALARIES FOR 7 TEACHERS FOR A SCHOOL IN GAMBIA ,0,0
2012000104|2012|Sponsorship of students (in Mozambique) to the International University of Africa|0.004513|11420,Sponsorship of students (in Mozambique) to the International University of Africa SPONSORSHIP OF STUDENTS (IN MOZAMBIQUE) TO THE INTERNATIONAL UNIVERSITY OF AFRICA ,0,0
2012000131|2012|Annual budget of the foundation's local schools|0.142314|11120,Annual budget of the foundation's local schools ANNUAL BUDGET OF THE FOUNDATION'S LOCAL SCHOOLS ,0,0
2012000109|2012|Operational budget of the Cerebral Palsy Center|0.037989|12191,Operational budget of the Cerebral Palsy Center OPERATIONAL BUDGET OF THE CEREBRAL PALSY CENTER ,0,0
2012000108|2012|Annual operational budget of the foundation's field office in Iraq|0.893287|72050,Annual operational budget of the foundation's field office in Iraq ANNUAL OPERATIONAL BUDGET OF THE FOUNDATION'S FIELD OFFICE IN IRAQ ,0,0
2012000107|2012|Shipping Medical Equipment|0.006045|12191,Shipping Medical Equipment SHIPPING MEDICAL EQUIPMENT ,0,0
2012000102|2012|Building a hospital in Punjab|1.371397|12191,Building a hospital in Punjab BUILDING A HOSPITAL IN PUNJAB ,0,0
2012000097|2012|Support to the International University of Africa|0.121165|11420,Support to the International University of Africa SUPPORT TO THE INTERNATIONAL UNIVERSITY OF AFRICA ,0,0
2012000610|2012|blankets and tents for those affected by the cold and snow|0.679188|72010,blankets and tents for those affected by the cold and snow BLANKETS AND TENTS FOR THOSE AFFECTED BY THE COLD AND SNOW ,0,0
2012000673|2012|purchase of an X-ray machine|0.027262|12191,purchase of an X-ray machine PURCHASE OF AN X-RAY MACHINE ,0,0
2012000721|2012|Administrative costs of projects and operations|0.231421|91010,Administrative costs of projects and operations ADMINISTRATIVE COSTS OF PROJECTS AND OPERATIONS ,0,0
2012000718|2012|drinking water supply project|0.030291|14031,drinking water supply project DRINKING WATER SUPPLY PROJECT ,0,0
2012000713|2012|contribution to purchase medicines|0.001742|12191,contribution to purchase medicines CONTRIBUTION TO PURCHASE MEDICINES ,0,0
2012000716|2012|drilling of drinking water wells|0.011509|14031,drilling of drinking water wells DRILLING OF DRINKING WATER WELLS ,0,0
2012000703|2012|drilling of drinking water wells (3)|0.024233|14031,drilling of drinking water wells (3) DRILLING OF DRINKING WATER WELLS (3) ,0,0
2012000702|2012|Construction of a school|0.005049|11120,Construction of a school CONSTRUCTION OF A SCHOOL ,0,0
2012000710|2012|distribution of food items|0.006869|52010,distribution of food items DISTRIBUTION OF FOOD ITEMS ,0,0
2012000694|2012|provision of medical equipment|1.009161|12191,provision of medical equipment PROVISION OF MEDICAL EQUIPMENT ,0,0
2012000693|2012|construction of a medical centre|0.03297|12230,construction of a medical centre CONSTRUCTION OF A MEDICAL CENTRE ,0,0
2012000690|2012|Shipping costs of in kind assistance items|0.015751|91010,Shipping costs of in kind assistance items SHIPPING COSTS OF IN KIND ASSISTANCE ITEMS ,0,0
2012000609|2012|Shipping and distribution of 20 tonnes of food items to the Syrian refugees|0.08792|72040,Shipping and distribution of 20 tonnes of food items to the Syrian refugees SHIPPING AND DISTRIBUTION OF 20 TONNES OF FOOD ITEMS TO THE SYRIAN REFUGEES ,0,0
2012000697|2012|General contribution to the budget of programs and activities|0.282719|72050,General contribution to the budget of programs and activities GENERAL CONTRIBUTION TO THE BUDGET OF PROGRAMS AND ACTIVITIES ,0,0
2012000695|2012|meal coupons and packages for students|0.022719|11120,meal coupons and packages for students MEAL COUPONS AND PACKAGES FOR STUDENTS ,0,0
2012000699|2012|contribution to a prostheses  program|0.07381|12191,contribution to a prostheses  program CONTRIBUTION TO A PROSTHESES  PROGRAM ,0,0
2012000698|2012|provision of medical equipment (X-Ray machine)|0.143806|12191,provision of medical equipment (X-Ray machine) PROVISION OF MEDICAL EQUIPMENT (X-RAY MACHINE) ,0,0
2012000701|2012|provision of medical equipments and supplies|0.027565|12191,provision of medical equipments and supplies PROVISION OF MEDICAL EQUIPMENTS AND SUPPLIES ,0,0
2012000700|2012|medical supplies and equipment for a medical centre|0.057553|12191,medical supplies and equipment for a medical centre MEDICAL SUPPLIES AND EQUIPMENT FOR A MEDICAL CENTRE ,0,0
2012000611|2012|Shipping and distribution of 25 tonnes of food items|0.1099|72040,Shipping and distribution of 25 tonnes of food items SHIPPING AND DISTRIBUTION OF 25 TONNES OF FOOD ITEMS ,0,0
2012000688|2012|construction of a social centre|0.060583|32310,construction of a social centre CONSTRUCTION OF A SOCIAL CENTRE ,0,0
2012000687|2012|Construction of schools|0.020194|11120,Construction of schools CONSTRUCTION OF SCHOOLS ,0,0
2012000685|2012|Educational material and supplies|0.005495|11120,Educational material and supplies EDUCATIONAL MATERIAL AND SUPPLIES ,0,0
2012000686|2012|Construction of school|0.020194|11120,Construction of school CONSTRUCTION OF SCHOOL ,0,0
2012000682|2012|drilling of drinking water wells (4)|0.041213|14031,drilling of drinking water wells (4) DRILLING OF DRINKING WATER WELLS (4) ,0,0
2012000675|2012|contribution to the completion of a road construction project|0.012622|21020,contribution to the completion of a road construction project CONTRIBUTION TO THE COMPLETION OF A ROAD CONSTRUCTION PROJECT ,0,0
2012000683|2012|complete the construction of an educational facility|0.014648|11120,complete the construction of an educational facility COMPLETE THE CONSTRUCTION OF AN EDUCATIONAL FACILITY ,0,0
2012000677|2012|funding the construction of a dam|0.115104|14040,funding the construction of a dam FUNDING THE CONSTRUCTION OF A DAM ,0,0
2012000678|2012|Basic drinking water supply projects|0.024675|14031,Basic drinking water supply projects BASIC DRINKING WATER SUPPLY PROJECTS ,0,0
2012000658|2012|financial contribution to activities and programs|0.005049|16010,financial contribution to activities and programs FINANCIAL CONTRIBUTION TO ACTIVITIES AND PROGRAMS ,0,0
2012000680|2012|complete the construction of a medical centre|0.016319|11120,complete the construction of a medical centre COMPLETE THE CONSTRUCTION OF A MEDICAL CENTRE ,0,0
2012000659|2012|repair of a drinking water well|0.020901|14031,repair of a drinking water well REPAIR OF A DRINKING WATER WELL ,0,0
2012000660|2012|Construction of school for orphans|0.025243|11120,Construction of school for orphans CONSTRUCTION OF SCHOOL FOR ORPHANS ,0,0
2012000662|2012|purchase of an ambulance vehicle for a medical centre management by the RCA|0.021204|12191,purchase of an ambulance vehicle for a medical centre management by the RCA PURCHASE OF AN AMBULANCE VEHICLE FOR A MEDICAL CENTRE MANAGEMENT BY THE RCA ,0,0
2012000661|2012|provision of medical equipments and supplies to an optical centre/clinic|0.081931|12191,provision of medical equipments and supplies to an optical centre/clinic PROVISION OF MEDICAL EQUIPMENTS AND SUPPLIES TO AN OPTICAL CENTRE/CLINIC ,0,0
2012000671|2012|Financial contribution to the construction of Shabwa dam in Wadi Jardan|0.038722|14040,Financial contribution to the construction of Shabwa dam in Wadi Jardan FINANCIAL CONTRIBUTION TO THE CONSTRUCTION OF SHABWA DAM IN WADI JARDAN ,0,0
2012000672|2012|purchase of medical equipment|0.010097|12191,purchase of medical equipment PURCHASE OF MEDICAL EQUIPMENT ,0,0
2012000612|2012|Shipping and distribution of 20 tonnes of food items|0.08792|72040,Shipping and distribution of 20 tonnes of food items SHIPPING AND DISTRIBUTION OF 20 TONNES OF FOOD ITEMS ,0,0
2012000625|2012|Shipping and distribution of 15 tonnes of food items|0.06594|72040,Shipping and distribution of 15 tonnes of food items SHIPPING AND DISTRIBUTION OF 15 TONNES OF FOOD ITEMS ,0,0
2012000624|2012|Shipping and distribution of 30 tonnes of food items|0.13188|72040,Shipping and distribution of 30 tonnes of food items SHIPPING AND DISTRIBUTION OF 30 TONNES OF FOOD ITEMS ,0,0
2012000623|2012|Shipping and distribution of 35 tonnes of food items|0.153861|72040,Shipping and distribution of 35 tonnes of food items SHIPPING AND DISTRIBUTION OF 35 TONNES OF FOOD ITEMS ,0,0
2012000632|2012|Shipping and distribution of 40 tonnes of food items|0.175841|72040,Shipping and distribution of 40 tonnes of food items SHIPPING AND DISTRIBUTION OF 40 TONNES OF FOOD ITEMS ,0,0
2012000633|2012|Shipping and distribution of 5 tonnes of food items|0.02198|72040,Shipping and distribution of 5 tonnes of food items SHIPPING AND DISTRIBUTION OF 5 TONNES OF FOOD ITEMS ,0,0
2012000638|2012|provision of locally purchased food items|0.010097|52010,provision of locally purchased food items PROVISION OF LOCALLY PURCHASED FOOD ITEMS ,0,0
2012000631|2012|Shipping and distribution of 4 tonnes of food items|0.017584|72040,Shipping and distribution of 4 tonnes of food items SHIPPING AND DISTRIBUTION OF 4 TONNES OF FOOD ITEMS ,0,0
2012000608|2012|Shipping Dates for Syrian refugees in Jordan by UAE Red Crescent Authority.|0.08792|72040,Shipping Dates for Syrian refugees in Jordan by UAE Red Crescent Authority. SHIPPING DATES FOR SYRIAN REFUGEES IN JORDAN BY UAE RED CRESCENT AUTHORITY. ,0,0
2012000607|2012|Shipping and distribution of 30 tonnes of food items to the draught affeceted population|0.13188|72040,Shipping and distribution of 30 tonnes of food items to the draught affeceted population SHIPPING AND DISTRIBUTION OF 30 TONNES OF FOOD ITEMS TO THE DRAUGHT AFFECETED POPULATION ,0,0
2012000634|2012|Shipping and distribution of 200 tonnes of food items|0.879203|72040,Shipping and distribution of 200 tonnes of food items SHIPPING AND DISTRIBUTION OF 200 TONNES OF FOOD ITEMS ,0,0
2012000636|2012|medical assistance to palestinian patients|0.274751|72010,medical assistance to palestinian patients MEDICAL ASSISTANCE TO PALESTINIAN PATIENTS ,0,0
2012000635|2012|shippment (aircraft) and distribution of 40 tonnes of miscellaneous relief items to the population affected by the draught|0.106432|72010,shippment (aircraft) and distribution of 40 tonnes of miscellaneous relief items to the population affected by the draught SHIPPMENT (AIRCRAFT) AND DISTRIBUTION OF 40 TONNES OF MISCELLANEOUS RELIEF ITEMS TO THE POPULATION AFFECTED BY THE DRAUGHT ,0,0
2012000637|2012|various development projects|0.549502|32310,various development projects VARIOUS DEVELOPMENT PROJECTS ,0,0
2012000663|2012|supply of equipment to a health center|0.082079|12191,supply of equipment to a health center SUPPLY OF EQUIPMENT TO A HEALTH CENTER ,0,0
2012000620|2012|Shipping and distribution of 10 tonnes of food items|0.04396|72040,Shipping and distribution of 10 tonnes of food items SHIPPING AND DISTRIBUTION OF 10 TONNES OF FOOD ITEMS ,0,0
2012000617|2012|provision of an ambulance vehicle to the Jordanian Red Crescent|0.042424|72010,provision of an ambulance vehicle to the Jordanian Red Crescent PROVISION OF AN AMBULANCE VEHICLE TO THE JORDANIAN RED CRESCENT ,0,0
2012000616|2012|Shipping and distribution of 45 tonnes of food items|0.197821|72040,Shipping and distribution of 45 tonnes of food items SHIPPING AND DISTRIBUTION OF 45 TONNES OF FOOD ITEMS ,0,0
2012000654|2012|Construction of additional facilities in a maternity and pediatrics clinic|0.027475|12191,Construction of additional facilities in a maternity and pediatrics clinic CONSTRUCTION OF ADDITIONAL FACILITIES IN A MATERNITY AND PEDIATRICS CLINIC ,0,0
2012000651|2012|contributions to costs of providing water and electricity to an educational centre|0.050486|16010,contributions to costs of providing water and electricity to an educational centre CONTRIBUTIONS TO COSTS OF PROVIDING WATER AND ELECTRICITY TO AN EDUCATIONAL CENTRE ,0,0
2012000652|2012|labor costs for an eye surgery camp|0.010097|12191,labor costs for an eye surgery camp LABOR COSTS FOR AN EYE SURGERY CAMP ,0,0
2012000653|2012|purchase of an ambulance vehicle|0.020606|12191,purchase of an ambulance vehicle PURCHASE OF AN AMBULANCE VEHICLE ,0,0
2012000649|2012|Contribution to the operational costs for the relief of the IDPs in south of Kordofan provided by UAE Red Crescent Authority|0.005049|72050,Contribution to the operational costs for the relief of the IDPs in south of Kordofan provided by UAE Red Crescent Authority CONTRIBUTION TO THE OPERATIONAL COSTS FOR THE RELIEF OF THE IDPS IN SOUTH OF KORDOFAN PROVIDED BY UAE RED CRESCENT AUTHORITY ,0,0
2012000666|2012|Shipping costs of some relief items|0.000993|91010,Shipping costs of some relief items SHIPPING COSTS OF SOME RELIEF ITEMS ,0,0
2012000648|2012|Contribution for an educational centre project|0.029282|11120,Contribution for an educational centre project CONTRIBUTION FOR AN EDUCATIONAL CENTRE PROJECT ,0,0
2012000670|2012|financial contribution to purchase wheelchairs|0.013738|16010,financial contribution to purchase wheelchairs FINANCIAL CONTRIBUTION TO PURCHASE WHEELCHAIRS ,0,0
2012000644|2012|provision of an ambulance vehicle|0.015792|12191,provision of an ambulance vehicle PROVISION OF AN AMBULANCE VEHICLE ,0,0
2012000645|2012|complete the construction of school classrooms|0.009808|11120,complete the construction of school classrooms COMPLETE THE CONSTRUCTION OF SCHOOL CLASSROOMS ,0,0
2012000646|2012|various infrastructure development and reconstruction projects in Darfur|2.702993|32310,various infrastructure development and reconstruction projects in Darfur VARIOUS INFRASTRUCTURE DEVELOPMENT AND RECONSTRUCTION PROJECTS IN DARFUR ,0,0
2012000669|2012|accommodation facilities for teachers|0.025243|11120,accommodation facilities for teachers ACCOMMODATION FACILITIES FOR TEACHERS ,0,0
2012000150|2012|Law training program for qualified officers (29 students)|0.398389|15130,Law training program for qualified officers (29 students) LAW TRAINING PROGRAM FOR QUALIFIED OFFICERS (29 STUDENTS) ,0,0
2012000152|2012|Higher education program for qualified officers (5 students)|0.02062|15130,Higher education program for qualified officers (5 students) HIGHER EDUCATION PROGRAM FOR QUALIFIED OFFICERS (5 STUDENTS) ,0,0
2012000554|2012|Core contribution to support activities and programmes of the organisation|0.040366|43010,Core contribution to support activities and programmes of the organisation CORE CONTRIBUTION TO SUPPORT ACTIVITIES AND PROGRAMMES OF THE ORGANISATION ,0,0
2012000153|2012|Contribution to the general budget under the framework agreement of joining the  board of directors of the foundation|0.350994|41030,Contribution to the general budget under the framework agreement of joining the  board of directors of the foundation CONTRIBUTION TO THE GENERAL BUDGET UNDER THE FRAMEWORK AGREEMENT OF JOINING THE  BOARD OF DIRECTORS OF THE FOUNDATION ,0,0
2012000154|2012|Contribution to the general budget under the award agreement|0.428911|41030,Contribution to the general budget under the award agreement CONTRIBUTION TO THE GENERAL BUDGET UNDER THE AWARD AGREEMENT ,0,0
2012000155|2012|Contribution to IUCN's projects budget.|1.099902|41030,Contribution to IUCN's projects budget. CONTRIBUTION TO IUCN'S PROJECTS BUDGET. ,0,0
2012000541|2012|Annual assessed contribution to the organisation's budget|2.280801|43082,Annual assessed contribution to the organisation's budget ANNUAL ASSESSED CONTRIBUTION TO THE ORGANISATION'S BUDGET ,0,0
2012000148|2012|assistance to Pelestenian families|1.714446|72010,assistance to Pelestenian families ASSISTANCE TO PELESTENIAN FAMILIES ,0,0
2012000149|2012|Law training program for qualified officers (17 students)|0.233538|15130,Law training program for qualified officers (17 students) LAW TRAINING PROGRAM FOR QUALIFIED OFFICERS (17 STUDENTS) ,0,0
2012000151|2012|Law training program for qualified officers (19 students)|0.261013|15130,Law training program for qualified officers (19 students) LAW TRAINING PROGRAM FOR QUALIFIED OFFICERS (19 STUDENTS) ,0,0
2012000137|2012|Support to development projects in the health sector|0.326979|12110,Support to development projects in the health sector SUPPORT TO DEVELOPMENT PROJECTS IN THE HEALTH SECTOR ,0,0
2012000134|2012|Contribution to the budget of Jhelm University in Pakistan|0.115892|11420,Contribution to the budget of Jhelm University in Pakistan CONTRIBUTION TO THE BUDGET OF JHELM UNIVERSITY IN PAKISTAN ,0,0
2012000135|2012|Salaries for teachers in the Sheikha bint Rakan school|0.012368|11120,Salaries for teachers in the Sheikha bint Rakan school SALARIES FOR TEACHERS IN THE SHEIKHA BINT RAKAN SCHOOL ,0,0
2012000136|2012|Support to development projects in the education sector|0.027389|11110,Support to development projects in the education sector SUPPORT TO DEVELOPMENT PROJECTS IN THE EDUCATION SECTOR ,0,0
2012000205|2012|Coordination and mobilization of action and resources to fight malaria.|5.045803|12262,Coordination and mobilization of action and resources to fight malaria. COORDINATION AND MOBILIZATION OF ACTION AND RESOURCES TO FIGHT MALARIA. ,0,0
2012000139|2012|Contribution to the budget of the University of Niger|0.074645|11420,Contribution to the budget of the University of Niger CONTRIBUTION TO THE BUDGET OF THE UNIVERSITY OF NIGER ,0,0
2012000132|2012|Provision of training sessions for search and rescue teams (INSARAG)|0.19859|72050,Provision of training sessions for search and rescue teams (INSARAG) PROVISION OF TRAINING SESSIONS FOR SEARCH AND RESCUE TEAMS (INSARAG) ,0,0
2012000605|2012|Costs of administration and operation of the office and resources allocated to coordination and capacity building of the UAE foreign aid sector.|5.124656|91010,Costs of administration and operation of the office and resources allocated to coordination and capacity building of the UAE foreign aid sector. COSTS OF ADMINISTRATION AND OPERATION OF THE OFFICE AND RESOURCES ALLOCATED TO COORDINATION AND CAPACITY BUILDING OF THE UAE FOREIGN AID SECTOR. ,0,0
2012000133|2012|Students scholarship program|0.052073|11420,Students scholarship program STUDENTS SCHOLARSHIP PROGRAM ,0,0
2012000586|2012|Initiative of the United Arab Emirates to support the safe use of injections in the world|0.171335|12250,Initiative of the United Arab Emirates to support the safe use of injections in the world INITIATIVE OF THE UNITED ARAB EMIRATES TO SUPPORT THE SAFE USE OF INJECTIONS IN THE WORLD ,0,0
2012000002|2012|housing administration acitivites shuch as food  and cleaning|0.207478|11420,housing administration acitivites shuch as food  and cleaning HOUSING ADMINISTRATION ACITIVITES SHUCH AS FOOD  AND CLEANING ,0,0
"2012000001|2012|Contributions to administrative costs such as tickets, housing, health insurance and monthly allowances for the sponsored students|0.799772|11420","Contributions to administrative costs such as tickets, housing, health insurance and monthly allowances for the sponsored students CONTRIBUTIONS TO ADMINISTRATIVE COSTS SUCH AS TICKETS, HOUSING, HEALTH INSURANCE AND MONTHLY ALLOWANCES FOR THE SPONSORED STUDENTS ",0,0
